player_id,player_code,gameweek,fixture_id,name,web_name,position_id,selected_by_percent,value,team_id,opponent_id,h_a,kickoff_time,team_score,opponent_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,total_points,xG,xA,xGI,xGC,DefCon,ict_index,influence,creativity,threat,in_dreamteam,status,news,corners_indirect_freekicks_order,direct_freekicks_order,penalties_order,season
1,154561,1,0,,,0,0.0,6.0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
2,109745,1,0,,,0,0.0,5.0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
3,437495,1,0,,,0,0.0,5.0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
4,226597,1,0,,,0,0.0,8.0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
5,445122,1,0,,,0,0.0,6.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
6,462424,1,0,,,0,0.0,6.0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
7,499169,1,0,,,0,0.0,5.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
8,466075,1,0,,,0,0.0,5.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
9,448104,1,0,,,0,0.0,5.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
10,198869,1,0,,,0,0.0,5.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
11,500040,1,0,,,0,0.0,5.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
12,223340,1,0,,,0,0.0,9.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
13,204480,1,0,,,0,0.0,7.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
14,232413,1,0,,,0,0.0,6.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
15,184029,1,0,,,0,0.0,6.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
16,248857,1,0,,,0,0.0,6.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
17,195384,1,0,,,0,0.0,6.0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
18,444145,1,0,,,0,0.0,6.5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,a,,0,0,0,2627
