player_id,player_code,gameweek,fixture_id,name,web_name,position_id,selected_by_percent,value,team_id,opponent_id,h_a,kickoff_time,team_score,opponent_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,total_points,xG,xA,xGI,xGC,DefCon,ict_index,influence,creativity,threat,in_dreamteam,status,news,corners_indirect_freekicks_order,direct_freekicks_order,penalties_order,season
1,154561,35,341,David Raya Martín,Raya,1,35.0,6.1,1,10,Home,2026-05-02T16:30:00Z,3,0,90,0,0,1,0,0,0,0,22,6,0.0,0.0,0.0,0.37,0,1.2,11.8,0.1,0.0,False,a,,,,,2526
2,109745,35,341,Kepa Arrizabalaga Revuelta,Arrizabalaga,1,0.4,4.0,1,10,Home,2026-05-02T16:30:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,a,,,,,2526
3,463748,35,341,Karl Hein,Hein,1,0.2,4.0,1,10,Home,2026-05-02T16:30:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,u,Has joined Werder Bremen on loan for the rest of the season.,,,,2526
4,551221,35,341,Tommy Setford,Setford,1,0.2,3.9,1,10,Home,2026-05-02T16:30:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,a,,,,,2526
5,226597,35,341,Gabriel dos Santos Magalhães,Gabriel,2,44.6,7.2,1,10,Home,2026-05-02T16:30:00Z,3,0,90,0,0,1,0,0,0,0,27,6,0.64,0.02,0.66,0.37,8,7.8,23.6,2.1,52.0,False,a,,,,,2526
6,462424,35,341,William Saliba,Saliba,2,15.3,6.1,1,10,Home,2026-05-02T16:30:00Z,3,0,90,0,0,1,0,0,0,0,27,6,0.0,0.31,0.31,0.37,6,5.3,22.2,24.4,6.0,False,a,,,,,2526
7,466075,35,341,Riccardo Calafiori,Calafiori,2,5.9,5.6,1,10,Home,2026-05-02T16:30:00Z,3,0,90,0,0,1,0,0,0,0,20,6,0.23,0.02,0.25,0.37,6,7.7,25.2,12.6,39.0,False,a,,,,,2526
8,445122,35,341,Jurriën Timber,J.Timber,2,17.1,6.0,1,10,Home,2026-05-02T16:30:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,i,Ankle injury - Unknown return date,,,,2526
9,440854,35,341,Jakub Kiwior,Kiwior,2,0.0,5.4,1,10,Home,2026-05-02T16:30:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,u,has joined Porto on loan for the rest of the season.,,,,2526
10,499169,35,341,Myles Lewis-Skelly,Lewis-Skelly,2,1.4,5.0,1,10,Home,2026-05-02T16:30:00Z,3,0,90,0,0,1,0,0,0,0,28,6,0.0,0.07,0.07,0.37,3,2.9,11.6,15.5,2.0,False,a,,,,,2526
